Question Number,Question Title,Answer Option,Is Correct
"124","Aby ustawić czcionkę Verdana w kodzie CSS, należy wykorzystać właściwość","A. font-family: Verdana;",true
"124","Aby ustawić czcionkę Verdana w kodzie CSS, należy wykorzystać właściwość","B. font-style: Verdana;",false
"124","Aby ustawić czcionkę Verdana w kodzie CSS, należy wykorzystać właściwość","C. font-name: Verdana;",false
"124","Aby ustawić czcionkę Verdana w kodzie CSS, należy wykorzystać właściwość","D. font-weight: Verdana;",false
"125","Funkcja zapisana językiem PHP służy do","A. połączenia z bazą danych",false
"125","Funkcja zapisana językiem PHP służy do","B. ustawienia hasła do bazy danych",false
"125","Funkcja zapisana językiem PHP służy do","C. zabezpieczenia bazy danych",false
"125","Funkcja zapisana językiem PHP służy do","D. pobrania danych z bazy danych",true
"126","Kwerenda pozwalająca na wprowadzenie zmian w wielu rekordach lub przeniesienie wielu rekordów przy użyciu pojedynczej operacji, nosi nazwę kwerendy","A. krzyżowej",false
"126","Kwerenda pozwalająca na wprowadzenie zmian w wielu rekordach lub przeniesienie wielu rekordów przy użyciu pojedynczej operacji, nosi nazwę kwerendy","B. funkcjonalnej",true
"126","Kwerenda pozwalająca na wprowadzenie zmian w wielu rekordach lub przeniesienie wielu rekordów przy użyciu pojedynczej operacji, nosi nazwę kwerendy","C. wybierającej",false
"126","Kwerenda pozwalająca na wprowadzenie zmian w wielu rekordach lub przeniesienie wielu rekordów przy użyciu pojedynczej operacji, nosi nazwę kwerendy","D. parametrycznej",false
"127","Wskaż rezultat działania fragmentu kodu JavaScript","A. Usunięcie akapitu ze strony",false
"127","Wskaż rezultat działania fragmentu kodu JavaScript","B. Dodanie akapitu na koniec strony",true
"127","Wskaż rezultat działania fragmentu kodu JavaScript","C. Wyświetlenie okna dialogowego z napisem akapit",false
"127","Wskaż rezultat działania fragmentu kodu JavaScript","D. Dodanie akapitu na początku strony",false
"128","Fizyczny model replikacji bazy danych przedstawiony na rysunku jest modelem","A. rozproszonym",false
"128","Fizyczny model replikacji bazy danych przedstawiony na rysunku jest modelem","B. centralnego subskrybenta",false
"128","Fizyczny model replikacji bazy danych przedstawiony na rysunku jest modelem","C. równorzędnym",false
"128","Fizyczny model replikacji bazy danych przedstawiony na rysunku jest modelem","D. centralnego wydawcy",true
"129","Za pomocą którego protokołu należy wysłać pliki na serwer WWW?","A. DHCP",false
"129","Za pomocą którego protokołu należy wysłać pliki na serwer WWW?","B. FTP",true
"129","Za pomocą którego protokołu należy wysłać pliki na serwer WWW?","C. POP3",false
"129","Za pomocą którego protokołu należy wysłać pliki na serwer WWW?","D. DNS",false
"130","Wynikiem działania zamieszczonej pętli zapisanej językiem PHP jest wypisanie kolejnych liczb","A. od 10 do 1",true
"130","Wynikiem działania zamieszczonej pętli zapisanej językiem PHP jest wypisanie kolejnych liczb","B. od 1 do 10",false
"130","Wynikiem działania zamieszczonej pętli zapisanej językiem PHP jest wypisanie kolejnych liczb","C. od 10 do 2",false
"130","Wynikiem działania zamieszczonej pętli zapisanej językiem PHP jest wypisanie kolejnych liczb","D. od 2 do 10",false
"131","Które z poleceń naprawi uszkodzoną tabelę w języku SQL?","A. REGENERATE TABLE tbl_name",false
"131","Które z poleceń naprawi uszkodzoną tabelę w języku SQL?","B. REPAIR TABLE tblname",true
"131","Które z poleceń naprawi uszkodzoną tabelę w języku SQL?","C. OPTIMIZE TABLE tbl_name",false
"131","Które z poleceń naprawi uszkodzoną tabelę w języku SQL?","D. ANALYZE TABLE tbl_name",false
"132","Który z wymienionych formatów plików graficznych obsługuje przezroczystość?","A. JPG",false
"132","Który z wymienionych formatów plików graficznych obsługuje przezroczystość?","B. PNG",true
"132","Który z wymienionych formatów plików graficznych obsługuje przezroczystość?","C. NEF",false
"132","Który z wymienionych formatów plików graficznych obsługuje przezroczystość?","D. BMP",false
"133","Który zapis stylu CSS ustawi tło bloku na kolor niebieski?","A. div {shadow: blue;}",false
"133","Który zapis stylu CSS ustawi tło bloku na kolor niebieski?","B. div {border-color: blue;}",false
"133","Który zapis stylu CSS ustawi tło bloku na kolor niebieski?","C. div {color: blue;}",false
"133","Który zapis stylu CSS ustawi tło bloku na kolor niebieski?","D. div {background-color: blue;}",true
"134","Domyślna nazwa pliku konfiguracyjnego serwera Apache to","A. .configuration",false
"134","Domyślna nazwa pliku konfiguracyjnego serwera Apache to","B. configuration.php",false
"134","Domyślna nazwa pliku konfiguracyjnego serwera Apache to","C. htaccess.cnf",false
"134","Domyślna nazwa pliku konfiguracyjnego serwera Apache to","D. .htaccess",true
"135","Organizacja zajmująca się ustalaniem standardu dla języka HTML nosi nazwę","A. W3C",true
"135","Organizacja zajmująca się ustalaniem standardu dla języka HTML nosi nazwę","B. ISO",false
"135","Organizacja zajmująca się ustalaniem standardu dla języka HTML nosi nazwę","C. NASK",false
"135","Organizacja zajmująca się ustalaniem standardu dla języka HTML nosi nazwę","D. WYSIWYG",false
"136","Który z wymienionych systemów nie jest systemem CMS?","A. Joomla",false
"136","Który z wymienionych systemów nie jest systemem CMS?","B. Adobe Flash",true
"136","Który z wymienionych systemów nie jest systemem CMS?","C. WordPress",false
"136","Który z wymienionych systemów nie jest systemem CMS?","D. Drupal",false
"137","Która ze zdefiniowanych funkcji w języku PHP jako wynik zwraca połowę kwadratu wartości przekazanej?","A. function licz($a) { echo $a*$a/2; }",false
"137","Która ze zdefiniowanych funkcji w języku PHP jako wynik zwraca połowę kwadratu wartości przekazanej?","B. function licz($a) { return $a/2; }",false
"137","Która ze zdefiniowanych funkcji w języku PHP jako wynik zwraca połowę kwadratu wartości przekazanej?","C. function licz($a) { return $a*$a/2; }",true
"137","Która ze zdefiniowanych funkcji w języku PHP jako wynik zwraca połowę kwadratu wartości przekazanej?","D. function licz($a) { echo $a/2; }",false
"138","W strukturalnych językach programowania w celu przechowania informacji o 50 uczniach (ich imionach, nazwiskach, średniej ocen) należy użyć","A. tablicy 50 elementów o składowych strukturalnych",true
"138","W strukturalnych językach programowania w celu przechowania informacji o 50 uczniach (ich imionach, nazwiskach, średniej ocen) należy użyć","B. struktury 50 elementów o składowych typu tablicowego",false
"138","W strukturalnych językach programowania w celu przechowania informacji o 50 uczniach (ich imionach, nazwiskach, średniej ocen) należy użyć","C. tablicy 50 elementów o składowych łańcuchowych",false
"138","W strukturalnych językach programowania w celu przechowania informacji o 50 uczniach (ich imionach, nazwiskach, średniej ocen) należy użyć","D. klasy 50 elementów typu tablicowego",false
"139","Aby zobaczyć wyniki działania skryptu napisanego w języku PHP, będącego elementem strony WWW, musi być on","A. zinterpretowany po stronie serwera",true
"139","Aby zobaczyć wyniki działania skryptu napisanego w języku PHP, będącego elementem strony WWW, musi być on","B. skompilowany po stronie klienta",false
"139","Aby zobaczyć wyniki działania skryptu napisanego w języku PHP, będącego elementem strony WWW, musi być on","C. skompilowany po stronie serwera",false
"139","Aby zobaczyć wyniki działania skryptu napisanego w języku PHP, będącego elementem strony WWW, musi być on","D. zinterpretowany po stronie klienta",false
"140","Projektowanie logicznego układu witryny polega na","A. rozmieszczeniu elementów w konkretnych miejscach witryny",true
"140","Projektowanie logicznego układu witryny polega na","B. opracowaniu zestawu grafik dla witryny",false
"140","Projektowanie logicznego układu witryny polega na","C. zdefiniowaniu treści witryny",false
"140","Projektowanie logicznego układu witryny polega na","D. ustaleniu adresów URL dla podstron witryny",false
"141","Prosta animacja może być zapisana w formacie","A. PSD",false
"141","Prosta animacja może być zapisana w formacie","B. BMP",false
"141","Prosta animacja może być zapisana w formacie","C. GIF",true
"141","Prosta animacja może być zapisana w formacie","D. TIFF",false
"142","Która z instrukcji umożliwia wysłanie tekstu do przeglądarki?","A. echo",true
"142","Która z instrukcji umożliwia wysłanie tekstu do przeglądarki?","B. exit",false
"142","Która z instrukcji umożliwia wysłanie tekstu do przeglądarki?","C. break",false
"142","Która z instrukcji umożliwia wysłanie tekstu do przeglądarki?","D. type",false
"143","Aby stworzyć tabelę w bazie danych, należy zastosować polecenie SQL","A. ADD TABLE",false
"143","Aby stworzyć tabelę w bazie danych, należy zastosować polecenie SQL","B. NEW TABLE",false
"143","Aby stworzyć tabelę w bazie danych, należy zastosować polecenie SQL","C. PLUS TABLE",false
"143","Aby stworzyć tabelę w bazie danych, należy zastosować polecenie SQL","D. CREATE TABLE",true
"144","Zdarzenie JavaScript, będące reakcją na pojedynczo kliknięty dowolny element strony, nosi nazwę","A. onClick",true
"144","Zdarzenie JavaScript, będące reakcją na pojedynczo kliknięty dowolny element strony, nosi nazwę","B. onDblClick",false
"144","Zdarzenie JavaScript, będące reakcją na pojedynczo kliknięty dowolny element strony, nosi nazwę","C. onLoad",false
"144","Zdarzenie JavaScript, będące reakcją na pojedynczo kliknięty dowolny element strony, nosi nazwę","D. onKeyDown",false
"145","W skład typowego frameworka wchodzą","A. zarządzanie komunikacją z bazą danych, mechanizm uruchamiania i przetwarzania akcji",true
"145","W skład typowego frameworka wchodzą","B. domena i obsługa błędów",false
"145","W skład typowego frameworka wchodzą","C. obsługa formularzy i wbudowany serwer",false
"145","W skład typowego frameworka wchodzą","D. mechanizm uruchamiania i przetwarzania akcji, oraz certyfikat http",false
"146","W celu stworzenia relacji wiele do wielu łączącej tabele A i B wystarczy, że","A. tabela A będzie zawierała te same pola co tabela B",false
"146","W celu stworzenia relacji wiele do wielu łączącej tabele A i B wystarczy, że","B. wiele rekordów z tabeli A zduplikuje się w tabeli B",false
"146","W celu stworzenia relacji wiele do wielu łączącej tabele A i B wystarczy, że","C. zdefiniuje się trzecią tabelę z kluczami obcymi do tabel A i B",true
"146","W celu stworzenia relacji wiele do wielu łączącej tabele A i B wystarczy, że","D. tabelę A połączy się z tabelą B poprzez zdefiniowanie kluczy obcych",false
"147","W celu zapewnienia spójności danych w bazie programu Microsoft Access należy skorzystać","A. z więzów integralności",true
"147","W celu zapewnienia spójności danych w bazie programu Microsoft Access należy skorzystać","B. z kwerendy aktualizującej",false
"147","W celu zapewnienia spójności danych w bazie programu Microsoft Access należy skorzystać","C. z defragmentacji bazy",false
"147","W celu zapewnienia spójności danych w bazie programu Microsoft Access należy skorzystać","D. z archiwizacji bazy",false
"148","W załączonym fragmencie kodu CSS kolor jest zapisany w postaci","A. HSL",false
"148","W załączonym fragmencie kodu CSS kolor jest zapisany w postaci","B. dziesiętnej",false
"148","W załączonym fragmencie kodu CSS kolor jest zapisany w postaci","C. CMYK",false
"148","W załączonym fragmencie kodu CSS kolor jest zapisany w postaci","D. szesnastkowej",true
"149","W języku skryptowym JavaScript zmienne mogą być deklarowane","A. w momencie pierwszego użycia zmiennej",true
"149","W języku skryptowym JavaScript zmienne mogą być deklarowane","B. tylko na początku skryptu",false
"149","W języku skryptowym JavaScript zmienne mogą być deklarowane","C. tylko jeśli podamy typ zmiennej i jej nazwę",false
"149","W języku skryptowym JavaScript zmienne mogą być deklarowane","D. zawsze z poprzedzającym nazwę znakiem $",false
"150","W językach programowania zmienna typu integer służy do przechowywania","A. znaku",false
"150","W językach programowania zmienna typu integer służy do przechowywania","B. liczby całkowitej",true
"150","W językach programowania zmienna typu integer służy do przechowywania","C. liczby rzeczywistej",false
"150","W językach programowania zmienna typu integer służy do przechowywania","D. wartości logicznej",false
"151","Jeśli rozmiar pliku graficznego jest zbyt duży do publikacji w Internecie, należy","A. dodać kanał alfa",false
"151","Jeśli rozmiar pliku graficznego jest zbyt duży do publikacji w Internecie, należy","B. zmniejszyć jego rozdzielczość",true
"151","Jeśli rozmiar pliku graficznego jest zbyt duży do publikacji w Internecie, należy","C. zwiększyć jego głębię kolorów",false
"151","Jeśli rozmiar pliku graficznego jest zbyt duży do publikacji w Internecie, należy","D. zapisać w formacie BMP",false
"152","Które z poleceń umożliwia dodanie kolumny zadaniekompletne do tabeli zadania?","A. ALTER TABLE zadania ADD COLUMN zadaniekompletne int",true
"152","Które z poleceń umożliwia dodanie kolumny zadaniekompletne do tabeli zadania?","B. ADD COLUMN zadaniekompletne WITH zadania",false
"152","Które z poleceń umożliwia dodanie kolumny zadaniekompletne do tabeli zadania?","C. CREATEINDEX zadania ADD COLUMN zadaniekompletne int",false
"152","Które z poleceń umożliwia dodanie kolumny zadaniekompletne do tabeli zadania?","D. INSERT INTO zadania VALUES zadaniakompletne",false
"153","W bazie danych, w celu uporządkowania listy uczniów według roku urodzenia, należy użyć polecenia","A. SELECT imie,nazwisko,klasa from uczniowie group by rok_urodzenia",false
"153","W bazie danych, w celu uporządkowania listy uczniów według roku urodzenia, należy użyć polecenia","B. SELECT imie,nazwisko,klasa from uczniowie order by rok_urodzenia",true
"153","W bazie danych, w celu uporządkowania listy uczniów według roku urodzenia, należy użyć polecenia","C. SELECT imie,nazwisko,klasa from uczniowie order by nazwisko",false
"153","W bazie danych, w celu uporządkowania listy uczniów według roku urodzenia, należy użyć polecenia","D. SELECT imie,nazwisko,klasa from uczniowie where rok_urodzenia = 1994",false
"154","Wskaż dwa sposoby zabezpieczenia bazy danych Microsoft Access","A. Ustalanie hasła do otwarcia bazy danych oraz zabezpieczeń na poziomie użytkownika",true
"154","Wskaż dwa sposoby zabezpieczenia bazy danych Microsoft Access","B. Zaszyfrowanie pliku bazy danych oraz SMSy z kodem autoryzującym",false
"154","Wskaż dwa sposoby zabezpieczenia bazy danych Microsoft Access","C. Funkcje anonimowe oraz ustalenie hasła otwarcia bazy danych",false
"154","Wskaż dwa sposoby zabezpieczenia bazy danych Microsoft Access","D. Ustalenie zabezpieczeń na poziomie użytkownika oraz sesji",false
"155","W zamieszczonym przykładzie pseudoklasa hover sprawi, że styl pogrubiony będzie przypisany","A. odnośnikowi, w momencie kiedy najechał na niego kursor myszy",true
"155","W zamieszczonym przykładzie pseudoklasa hover sprawi, że styl pogrubiony będzie przypisany","B. wszystkim odnośnikom nieodwiedzonym",false
"155","W zamieszczonym przykładzie pseudoklasa hover sprawi, że styl pogrubiony będzie przypisany","C. każdemu odnośnikowi niezależnie od aktualnego stanu",false
"155","W zamieszczonym przykładzie pseudoklasa hover sprawi, że styl pogrubiony będzie przypisany","D. wszystkim odnośnikom odwiedzonym",false
"156","Certyfikat SSL jest stosowany do","A. zapisania danych o sesjach tworzonych w witrynie",false
"156","Certyfikat SSL jest stosowany do","B. zidentyfikowania właściciela domeny",true
"156","Certyfikat SSL jest stosowany do","C. deszyfracji transmitowanych danych",false
"156","Certyfikat SSL jest stosowany do","D. blokowania szkodliwego oprogramowania w witrynie",false
"157","W języku SQL przywilej SELECT polecenia GRANT pozwala użytkownikowi baz danych na","A. odczyt danych z tabeli",true
"157","W języku SQL przywilej SELECT polecenia GRANT pozwala użytkownikowi baz danych na","B. tworzenie tabeli",false
"157","W języku SQL przywilej SELECT polecenia GRANT pozwala użytkownikowi baz danych na","C. usunięcie danych z tabeli",false
"157","W języku SQL przywilej SELECT polecenia GRANT pozwala użytkownikowi baz danych na","D. modyfikowanie danych w tabeli",false
"158","W języku HTML atrybut alt znacznika img jest wykorzystywany w celu zdefiniowania","A. ścieżki i nazwy pliku źródłowego grafiki",false
"158","W języku HTML atrybut alt znacznika img jest wykorzystywany w celu zdefiniowania","B. tekstu, który będzie wyświetlony, jeśli nie może być wyświetlona grafika",true
"158","W języku HTML atrybut alt znacznika img jest wykorzystywany w celu zdefiniowania","C. podpisu, który zostanie wyświetlony pod grafiką",false
"158","W języku HTML atrybut alt znacznika img jest wykorzystywany w celu zdefiniowania","D. atrybutów grafiki, takich jak rozmiar, obramowanie, wyrównanie",false
"159","Warunek zapisany językiem PHP wypisze liczbę, gdy","A. jest ona parzysta",true
"159","Warunek zapisany językiem PHP wypisze liczbę, gdy","B. jest ona liczbą pierwszą",false
"159","Warunek zapisany językiem PHP wypisze liczbę, gdy","C. wynik dzielenia liczby przez 2 jest równy 0",false
"159","Warunek zapisany językiem PHP wypisze liczbę, gdy","D. jest ona dodatnia",false
"160","Analizując przedstawiony kod zapisany w języku HTML, można stwierdzić, że w przeglądarce","A. zostanie ustawiony dolny margines dla bloku B",false
"160","Analizując przedstawiony kod zapisany w języku HTML, można stwierdzić, że w przeglądarce","B. blok B będzie oddalony od bloku A o 20 px",true
"160","Analizując przedstawiony kod zapisany w języku HTML, można stwierdzić, że w przeglądarce","C. blok A będzie przesunięty w lewo o 20 px",false
"160","Analizując przedstawiony kod zapisany w języku HTML, można stwierdzić, że w przeglądarce","D. bloki A i B będą nachodzić na siebie.",false
"161","Baza danych zawiera tabelę o nazwie pracownicy o polach: nazwisko, imie, pensja, wiek. Jak wygląda składnia polecenia wyznaczającego średnią pensję pracowników?","A. select AVG (nazwisko) into pensja",false
"161","Baza danych zawiera tabelę o nazwie pracownicy o polach: nazwisko, imie, pensja, wiek. Jak wygląda składnia polecenia wyznaczającego średnią pensję pracowników?","B. select VAR (pracownicy) into pensja",false
"161","Baza danych zawiera tabelę o nazwie pracownicy o polach: nazwisko, imie, pensja, wiek. Jak wygląda składnia polecenia wyznaczającego średnią pensję pracowników?","C. select AVG (pensja) from pracownicy",true
"161","Baza danych zawiera tabelę o nazwie pracownicy o polach: nazwisko, imie, pensja, wiek. Jak wygląda składnia polecenia wyznaczającego średnią pensję pracowników?","D. select VAR (pensja) from nazwisko",false
"162","Do reprezentacji liczb zmiennoprzecinkowych w języku C stosowany jest typ","A. int",false
"162","Do reprezentacji liczb zmiennoprzecinkowych w języku C stosowany jest typ","B. bool",false
"162","Do reprezentacji liczb zmiennoprzecinkowych w języku C stosowany jest typ","C. char",false
"162","Do reprezentacji liczb zmiennoprzecinkowych w języku C stosowany jest typ","D. double",true
"163","Polecenie SQL o treści: UPDATE artykuly SET cena = cena * 0.7 WHERE kod = 2; oznacza","A. w tabeli artykuly obniża wartość każdego pola cena o 30% dla wszystkich artykułów",false
"163","Polecenie SQL o treści: UPDATE artykuly SET cena = cena * 0.7 WHERE kod = 2; oznacza","B. w tabeli artykuly obniża wartość każdego pola cena dla którego pole kod jest równe 2",true
"163","Polecenie SQL o treści: UPDATE artykuly SET cena = cena * 0.7 WHERE kod = 2; oznacza","C. wprowadzenie w tabeli artykuly nowych pól cena i kod",false
"163","Polecenie SQL o treści: UPDATE artykuly SET cena = cena * 0.7 WHERE kod = 2; oznacza","D. wprowadzenie w tabeli artykuly pola o nazwie cena ze znacznikiem kod",false
"164","Do edycji grafiki wektorowej stosuje się program","A. Paint",false
"164","Do edycji grafiki wektorowej stosuje się program","B. Audacity",false
"164","Do edycji grafiki wektorowej stosuje się program","C. Wordpad",false
"164","Do edycji grafiki wektorowej stosuje się program","D. Corel Draw",true
"165","W programowaniu obiektowym mechanizm współdzielenia pól i metod klasy w taki sposób, że klasa pochodna zawiera metody zdefiniowane w klasie bazowej nazywa się","A. hermetyzacją",false
"165","W programowaniu obiektowym mechanizm współdzielenia pól i metod klasy w taki sposób, że klasa pochodna zawiera metody zdefiniowane w klasie bazowej nazywa się","B. wirtualizacją",false
"165","W programowaniu obiektowym mechanizm współdzielenia pól i metod klasy w taki sposób, że klasa pochodna zawiera metody zdefiniowane w klasie bazowej nazywa się","C. polimorfizmem",false
"165","W programowaniu obiektowym mechanizm współdzielenia pól i metod klasy w taki sposób, że klasa pochodna zawiera metody zdefiniowane w klasie bazowej nazywa się","D. dziedziczeniem",true
"166","Który z wymienionych znaczników języka HTML nie jest stosowany w celu formatowania tekstu?","A. <em>",false
"166","Który z wymienionych znaczników języka HTML nie jest stosowany w celu formatowania tekstu?","B. <sub>",false
"166","Który z wymienionych znaczników języka HTML nie jest stosowany w celu formatowania tekstu?","C. <div>",true
"166","Który z wymienionych znaczników języka HTML nie jest stosowany w celu formatowania tekstu?","D. <strong>",false
"167","Aby zdefiniować w języku HTML listę nienumerowaną, należy użyć znacznika","A. <dd>",false
"167","Aby zdefiniować w języku HTML listę nienumerowaną, należy użyć znacznika","B. <dt>",false
"167","Aby zdefiniować w języku HTML listę nienumerowaną, należy użyć znacznika","C. <ol>",false
"167","Aby zdefiniować w języku HTML listę nienumerowaną, należy użyć znacznika","D. <ul>",true
"168","W języku CSS właściwość font-size przyjmuje, według słów kluczowych, wartości","A. tylko big i small",false
"168","W języku CSS właściwość font-size przyjmuje, według słów kluczowych, wartości","B. wyłączenie small, medium, large",false
"168","W języku CSS właściwość font-size przyjmuje, według słów kluczowych, wartości","C. jedynie small, smaller,large, larger",false
"168","W języku CSS właściwość font-size przyjmuje, według słów kluczowych, wartości","D. ze zbioru xx-small, x-small, medium, large, x-large, xx-large",true
"169","W języku CSS, w celu zdefiniowania wewnętrznego górnego marginesu, czyli odstepu między elementem a otaczającym go obramowaniem, należy użyć polecenia","A. padding-top",true
"169","W języku CSS, w celu zdefiniowania wewnętrznego górnego marginesu, czyli odstepu między elementem a otaczającym go obramowaniem, należy użyć polecenia","B. outline-top",false
"169","W języku CSS, w celu zdefiniowania wewnętrznego górnego marginesu, czyli odstepu między elementem a otaczającym go obramowaniem, należy użyć polecenia","C. border-top",false
"169","W języku CSS, w celu zdefiniowania wewnętrznego górnego marginesu, czyli odstepu między elementem a otaczającym go obramowaniem, należy użyć polecenia","D. local-top",false
"170","Funkcja edytor WYSIWYG Adobe Dreamweaver służy do","A. wyświetlania interaktywnego drzewa struktury HTML dla zawartości statycznej i dynamicznej",true
"170","Funkcja edytor WYSIWYG Adobe Dreamweaver służy do","B. definiowania kaskadowych arkuszy stylów dołączonych do witryny",false
"170","Funkcja edytor WYSIWYG Adobe Dreamweaver służy do","C. formatowanie tekstu przy pomocy dostępnych znaczników",false
"170","Funkcja edytor WYSIWYG Adobe Dreamweaver służy do","D. tworzenia szablonu strony internetowej",false
"171","Aby witryna internetowa prawidłowo skalowała się w urządzeniach mobilnych, należy wielkość czcionki zdefiniować","A. w pikselach",false
"171","Aby witryna internetowa prawidłowo skalowała się w urządzeniach mobilnych, należy wielkość czcionki zdefiniować","B. w procentach",true
"171","Aby witryna internetowa prawidłowo skalowała się w urządzeniach mobilnych, należy wielkość czcionki zdefiniować","C. w milimetrach",false
"171","Aby witryna internetowa prawidłowo skalowała się w urządzeniach mobilnych, należy wielkość czcionki zdefiniować","D. tylko znacznikami big i small",false
"172","Znacznik meta języka HTML należy umieścić","A. pomiędzy znacznikami body",false
"172","Znacznik meta języka HTML należy umieścić","B. w części nagłówkowej witryny internetowej",true
"172","Znacznik meta języka HTML należy umieścić","C. pomiędzy znacznikami paragrafu",false
"172","Znacznik meta języka HTML należy umieścić","D. w stopce witryny internetowej",false
"173","Prawidłowy, zgodny ze standardem języka XHTML, zapis samozamykającego się znacznika odpowiadającego za łamanie linii ma postać","A. </ br>",false
"173","Prawidłowy, zgodny ze standardem języka XHTML, zapis samozamykającego się znacznika odpowiadającego za łamanie linii ma postać","B. <br />",true
"173","Prawidłowy, zgodny ze standardem języka XHTML, zapis samozamykającego się znacznika odpowiadającego za łamanie linii ma postać","C. </br/>",false
"173","Prawidłowy, zgodny ze standardem języka XHTML, zapis samozamykającego się znacznika odpowiadającego za łamanie linii ma postać","D. <br> </br>",false
"174","Najprostszą i najmniej pracochłonną metodą przetestowania działania witryny internetowej w wielu przeglądarkach i ich różnych wersjach jest","A. skorzystanie z walidatora języka HTML",false
"174","Najprostszą i najmniej pracochłonną metodą przetestowania działania witryny internetowej w wielu przeglądarkach i ich różnych wersjach jest","B. skorzystanie z emulatora przeglądarek internetowych np. Browser Sandbox",true
"174","Najprostszą i najmniej pracochłonną metodą przetestowania działania witryny internetowej w wielu przeglądarkach i ich różnych wersjach jest","C. zainstalowanie na kilku komputerach różnych przeglądarek i testowanie witryny",false
"174","Najprostszą i najmniej pracochłonną metodą przetestowania działania witryny internetowej w wielu przeglądarkach i ich różnych wersjach jest","D. testowanie witryny w programie Internet Explorer, zakładając kompatybilność innych przeglądarek",false
"175","Aby przenieść witrynę na serwer, można skorzystać z oprogramowania","A. Bugzilla",false
"175","Aby przenieść witrynę na serwer, można skorzystać z oprogramowania","B. Go!Zilla",false
"175","Aby przenieść witrynę na serwer, można skorzystać z oprogramowania","C. FileZilla",true
"175","Aby przenieść witrynę na serwer, można skorzystać z oprogramowania","D. CloneZilla",false
"176","Kolor zapisany kodem RGB, o wartości rgb(255, 128, 16) w kodzie szesnastkowym będzie miał wartość:","A. #008010",false
"176","Kolor zapisany kodem RGB, o wartości rgb(255, 128, 16) w kodzie szesnastkowym będzie miał wartość:","B. #ff0f10",false
"176","Kolor zapisany kodem RGB, o wartości rgb(255, 128, 16) w kodzie szesnastkowym będzie miał wartość:","C. #ff8010",true
"176","Kolor zapisany kodem RGB, o wartości rgb(255, 128, 16) w kodzie szesnastkowym będzie miał wartość:","D. #ff8011",false
"177","Plik graficzny należy zapisać w formacie GIF, jeżeli","A. jest to grafika wektorowa",false
"177","Plik graficzny należy zapisać w formacie GIF, jeżeli","B. jest to obraz stereoskopowy",false
"177","Plik graficzny należy zapisać w formacie GIF, jeżeli","C. jest potrzeba zapisu obrazu bez kompresji",false
"177","Plik graficzny należy zapisać w formacie GIF, jeżeli","D. jest potrzeba zapisu obrazu lub animacji",true
"178","Aby dopasować dźwięk do danego poziomu głośności, należy użyć efektu","A. wyciszenia",false
"178","Aby dopasować dźwięk do danego poziomu głośności, należy użyć efektu","B. normalizacji",true
"178","Aby dopasować dźwięk do danego poziomu głośności, należy użyć efektu","C. podbicia basów",false
"178","Aby dopasować dźwięk do danego poziomu głośności, należy użyć efektu","D. usuwania szumów",false
"179","Instrukcja DROP języka SQL ma za zadanie","A. usunąć istniejący obiekt",true
"179","Instrukcja DROP języka SQL ma za zadanie","B. zmienić parametry obiektu",false
"179","Instrukcja DROP języka SQL ma za zadanie","C. zaktualizować dane obiektu",false
"179","Instrukcja DROP języka SQL ma za zadanie","D. dodać nowy obiekt",false
"180","Baza danych zawiera tabelę uczniowie z polami: imie, nazwisko, klasa. Aby odnaleźć imiona i nazwiska tych uczniów, których nazwiska rozpoczynają się literą M, należy zastosować polecenie SQL","A. SELECT nazwisko, imie FROM uczniowie WHERE nazwisko IN "M%";",false
"180","Baza danych zawiera tabelę uczniowie z polami: imie, nazwisko, klasa. Aby odnaleźć imiona i nazwiska tych uczniów, których nazwiska rozpoczynają się literą M, należy zastosować polecenie SQL","B. SELECT nazwisko, imie FROM uczniowie WHERE nazwisko LIKE "M%";",true
"180","Baza danych zawiera tabelę uczniowie z polami: imie, nazwisko, klasa. Aby odnaleźć imiona i nazwiska tych uczniów, których nazwiska rozpoczynają się literą M, należy zastosować polecenie SQL","C. SELECT nazwisko, imie FROM uczniowie ORDER BY nazwisko = "M%";",false
"180","Baza danych zawiera tabelę uczniowie z polami: imie, nazwisko, klasa. Aby odnaleźć imiona i nazwiska tych uczniów, których nazwiska rozpoczynają się literą M, należy zastosować polecenie SQL","D. SELECT nazwisko, imie FROM uczniowie ORDER BY nazwisko IN "M%";",false
"181","Baza danych zawiera tabele z polami: . Aby wyświetlić wszystkie nazwy artykułów wyłącznie typu pralka, dla których cena jest z przedziału 1000 PLN i 1500 PLN, należy zastosować polecenie","A. SELECT nazwa FROM artykuly WHERE typ="pralka" AND cena FROM 1000 TO 1500;",false
"181","Baza danych zawiera tabele z polami: . Aby wyświetlić wszystkie nazwy artykułów wyłącznie typu pralka, dla których cena jest z przedziału 1000 PLN i 1500 PLN, należy zastosować polecenie","B. SELECT nazwa FROM artykuly WHERE typ="pralka" OR cena BETWEEN 1000 OR 1500;",false
"181","Baza danych zawiera tabele z polami: . Aby wyświetlić wszystkie nazwy artykułów wyłącznie typu pralka, dla których cena jest z przedziału 1000 PLN i 1500 PLN, należy zastosować polecenie","C. SELECT nazwa FROM artykuly WHERE typ="pralka" OR cena BETWEEN 1000 AND 1500;",false
